Seqno,RecvTime,U1,I1,U2,I2,U3,I3
11006,1743738062693230,-266.873,-12.132,-5.101,-0.231,271.952,12.363
11007,1743738062693237,-274.384,-12.473,10.180,0.462,264.204,12.012
11008,1743738062693244,-281.249,-12.783,25.417,1.155,255.832,11.628
11009,1743738062693251,-287.448,-13.064,40.612,1.847,246.836,11.222
11010,1743738062693257,-292.936,-13.314,55.699,2.531,237.237,10.783
11011,1743738062693264,-297.735,-13.531,70.657,3.210,227.079,10.321
11012,1743738062693271,-301.803,-13.720,85.442,3.884,216.361,9.836
11013,1743738062693278,-305.139,-13.873,100.013,4.544,205.148,9.324
11014,1743738062693284,-307.765,-13.988,114.346,5.195,193.418,8.793
11015,1743738062693291,-309.637,-14.076,128.400,5.837,181.215,8.239
11016,1743738062693298,-310.756,-14.127,142.153,6.461,168.603,7.661
11017,1743738062693304,-311.122,-14.141,155.561,7.070,155.561,7.070
11018,1743738062693311,-310.756,-14.127,168.603,7.661,142.153,6.461
11019,1743738062693317,-309.637,-14.076,181.215,8.239,128.400,5.837
11020,1743738062693324,-307.765,-13.988,193.418,8.793,114.346,5.195
11021,1743738062693330,-305.139,-13.873,205.148,9.324,100.013,4.544
11022,1743738062693337,-301.803,-13.720,216.361,9.836,85.442,3.884
11023,1743738062693343,-297.735,-13.531,227.079,10.321,70.657,3.210
11024,1743738062693350,-292.936,-13.314,237.237,10.783,55.699,2.531
11025,1743738062693357,-287.448,-13.064,246.836,11.222,40.612,1.847
11026,1743738062693364,-281.249,-12.783,255.832,11.628,25.417,1.155
11027,1743738062693371,-274.384,-12.473,264.204,12.012,10.180,0.462
11028,1743738062693377,-266.873,-12.132,271.952,12.363,-5.101,-0.231
11029,1743738062693384,-258.694,-11.758,279.033,12.686,-20.338,-0.924
11030,1743738062693391,-249.892,-11.360,285.468,12.977,-35.554,-1.616
11031,1743738062693398,-240.508,-10.931,291.193,13.235,-50.684,-2.304
11032,1743738062693404,-230.522,-10.478,296.207,13.466,-65.685,-2.983
11033,1743738062693411,-219.998,-9.998,300.533,13.660,-80.535,-3.662
11034,1743738062693418,-208.936,-9.499,304.106,13.822,-95.170,-4.327
11035,1743738062693424,-197.378,-8.973,306.968,13.951,-109.590,-4.983
11036,1743738062693431,-185.347,-8.423,309.099,14.048,-123.752,-5.625
11037,1743738062693464,-172.843,-7.855,310.455,14.113,-137.612,-6.253
11038,1743738062693471,-159.952,-7.269,311.079,14.141,-151.127,-6.872
11039,1743738062693478,-146.672,-6.668,310.950,14.136,-164.299,-7.467
11040,1743738062693485,-133.027,-6.045,310.089,14.094,-177.061,-8.049
11041,1743738062693492,-119.060,-5.412,308.475,14.020,-189.394,-8.608
11042,1743738062693498,-104.812,-4.766,306.107,13.914,-201.295,-9.148
11043,1743738062693505,-90.306,-4.105,303.008,13.771,-212.680,-9.666
11044,1743738062693512,-75.607,-3.436,299.177,13.600,-223.571,-10.164
11045,1743738062693535,-60.692,-2.757,294.615,13.392,-233.923,-10.631
11046,1743738062693558,-45.648,-2.074,289.363,13.152,-243.694,-11.079
11047,1743738062693565,-30.497,-1.385,283.402,12.880,-252.905,-11.494
11048,1743738062693572,-15.259,-0.693,276.751,12.580,-261.492,-11.887
11049,1743738062693579,0.000,0.000,269.434,12.247,-269.434,-12.247
11050,1743738062693602,15.259,0.693,261.492,11.887,-276.751,-12.580
11051,1743738062693626,30.497,1.385,252.905,11.494,-283.402,-12.880
11052,1743738062693633,45.648,2.074,243.694,11.079,-289.363,-13.152
11053,1743738062693640,60.692,2.757,233.923,10.631,-294.615,-13.392
11054,1743738062693650,75.607,3.436,223.571,10.164,-299.177,-13.600
11055,1743738062693673,90.306,4.105,212.680,9.666,-303.008,-13.771
11056,1743738062693696,104.812,4.766,201.295,9.148,-306.107,-13.914
11057,1743738062693703,119.060,5.412,189.394,8.608,-308.475,-14.020
11058,1743738062693710,133.027,6.045,177.061,8.049,-310.089,-14.094
11059,1743738062693717,146.672,6.668,164.299,7.467,-310.950,-14.136
11060,1743738062693723,159.952,7.269,151.127,6.872,-311.079,-14.141
11061,1743738062693730,172.843,7.855,137.612,6.253,-310.455,-14.113
11062,1743738062693737,185.347,8.423,123.752,5.625,-309.099,-14.048
11063,1743738062693744,197.378,8.973,109.590,4.983,-306.968,-13.951
11064,1743738062693750,208.936,9.499,95.170,4.327,-304.106,-13.822
11065,1743738062693757,219.998,9.998,80.535,3.662,-300.533,-13.660
11066,1743738062693764,230.522,10.478,65.685,2.983,-296.207,-13.466
11067,1743738062693771,240.508,10.931,50.684,2.304,-291.193,-13.235
11068,1743738062693778,249.892,11.360,35.554,1.616,-285.468,-12.977
11069,1743738062693785,258.694,11.758,20.338,0.924,-279.033,-12.686
11070,1743738062693792,266.873,12.132,5.101,0.231,-271.952,-12.363
11071,1743738062693799,274.384,12.473,-10.180,-0.462,-264.204,-12.012
11072,1743738062693806,281.249,12.783,-25.417,-1.155,-255.832,-11.628
11073,1743738062693813,287.448,13.064,-40.612,-1.847,-246.836,-11.222
11074,1743738062693820,292.936,13.314,-55.699,-2.531,-237.237,-10.783
11075,1743738062693827,297.735,13.531,-70.657,-3.210,-227.079,-10.321
11076,1743738062693834,301.803,13.720,-85.442,-3.884,-216.361,-9.836
11077,1743738062693841,305.139,13.873,-100.013,-4.544,-205.148,-9.324
11078,1743738062693847,307.765,13.988,-114.346,-5.195,-193.418,-8.793
11079,1743738062693854,309.637,14.076,-128.400,-5.837,-181.215,-8.239
11080,1743738062693861,310.756,14.127,-142.153,-6.461,-168.603,-7.661
11081,1743738062693868,311.122,14.141,-155.561,-7.070,-155.561,-7.070
11082,1743738062693874,310.756,14.127,-168.603,-7.661,-142.153,-6.461
11083,1743738062693881,309.637,14.076,-181.215,-8.239,-128.400,-5.837
11084,1743738062693888,307.765,13.988,-193.418,-8.793,-114.346,-5.195
11085,1743738062693895,305.139,13.873,-205.148,-9.324,-100.013,-4.544
11086,1743738062693901,301.803,13.720,-216.361,-9.836,-85.442,-3.884
11087,1743738062693908,297.735,13.531,-227.079,-10.321,-70.657,-3.210
11088,1743738062693915,292.936,13.314,-237.237,-10.783,-55.699,-2.531
11089,1743738062693922,287.448,13.064,-246.836,-11.222,-40.612,-1.847
11090,1743738062693929,281.249,12.783,-255.832,-11.628,-25.417,-1.155
11091,1743738062693936,274.384,12.473,-264.204,-12.012,-10.180,-0.462
11092,1743738062693943,266.873,12.132,-271.952,-12.363,5.101,0.231
11093,1743738062693950,258.694,11.758,-279.033,-12.686,20.338,0.924
11094,1743738062693957,249.892,11.360,-285.468,-12.977,35.554,1.616
11095,1743738062693964,240.508,10.931,-291.193,-13.235,50.684,2.304
11096,1743738062693971,230.522,10.478,-296.207,-13.466,65.685,2.983
11097,1743738062693978,219.998,9.998,-300.533,-13.660,80.535,3.662
11098,1743738062693985,208.936,9.499,-304.106,-13.822,95.170,4.327
11099,1743738062693992,197.378,8.973,-306.968,-13.951,109.590,4.983
11100,1743738062693998,185.347,8.423,-309.099,-14.048,123.752,5.625
11101,1743738062694005,172.843,7.855,-310.455,-14.113,137.612,6.253
11102,1743738062694012,159.952,7.269,-311.079,-14.141,151.127,6.872
11103,1743738062694018,146.672,6.668,-310.950,-14.136,164.299,7.467
11104,1743738062694025,133.027,6.045,-310.089,-14.094,177.061,8.049
11105,1743738062694034,119.060,5.412,-308.475,-14.020,189.394,8.608
11106,1743738062694040,104.812,4.766,-306.107,-13.914,201.295,9.148
11107,1743738062694047,90.306,4.105,-303.008,-13.771,212.680,9.666
11108,1743738062694054,75.607,3.436,-299.177,-13.600,223.571,10.164
11109,1743738062694061,60.692,2.757,-294.615,-13.392,233.923,10.631
11110,1743738062694068,45.648,2.074,-289.363,-13.152,243.694,11.079
11111,1743738062694075,30.497,1.385,-283.402,-12.880,252.905,11.494
11112,1743738062694082,15.259,0.693,-276.751,-12.580,261.492,11.887
11113,1743738062694089,0.000,0.000,-269.434,-12.247,269.434,12.247
11114,1743738062694098,-15.259,-0.693,-261.492,-11.887,276.751,12.580
11115,1743738062694106,-30.497,-1.385,-252.905,-11.494,283.402,12.880
11116,1743738062694113,-45.648,-2.074,-243.694,-11.079,289.363,13.152
11117,1743738062694120,-60.692,-2.757,-233.923,-10.631,294.615,13.392
11118,1743738062694127,-75.607,-3.436,-223.571,-10.164,299.177,13.600
11119,1743738062694134,-90.306,-4.105,-212.680,-9.666,303.008,13.771
11120,1743738062694140,-104.812,-4.766,-201.295,-9.148,306.107,13.914
11121,1743738062694147,-119.060,-5.412,-189.394,-8.608,308.475,14.020
11122,1743738062694154,-133.027,-6.045,-177.061,-8.049,310.089,14.094
11123,1743738062694161,-146.672,-6.668,-164.299,-7.467,310.950,14.136
11124,1743738062694167,-159.952,-7.269,-151.127,-6.872,311.079,14.141
11125,1743738062694174,-172.843,-7.855,-137.612,-6.253,310.455,14.113
11126,1743738062694181,-185.347,-8.423,-123.752,-5.625,309.099,14.048
11127,1743738062694188,-197.378,-8.973,-109.590,-4.983,306.968,13.951
11128,1743738062694194,-208.936,-9.499,-95.170,-4.327,304.106,13.822
11129,1743738062694201,-219.998,-9.998,-80.535,-3.662,300.533,13.660
11130,1743738062694208,-230.522,-10.478,-65.685,-2.983,296.207,13.466
11131,1743738062694215,-240.508,-10.931,-50.684,-2.304,291.193,13.235
11132,1743738062694222,-249.892,-11.360,-35.554,-1.616,285.468,12.977
11133,1743738062694229,-258.694,-11.758,-20.338,-0.924,279.033,12.686
11134,1743738062694236,-266.873,-12.132,-5.101,-0.231,271.952,12.363
11135,1743738062694243,-274.384,-12.473,10.180,0.462,264.204,12.012
11136,1743738062694250,-281.249,-12.783,25.417,1.155,255.832,11.628
11137,1743738062694257,-287.448,-13.064,40.612,1.847,246.836,11.222
11138,1743738062694264,-292.936,-13.314,55.699,2.531,237.237,10.783
11139,1743738062694271,-297.735,-13.531,70.657,3.210,227.079,10.321
11140,1743738062694278,-301.803,-13.720,85.442,3.884,216.361,9.836
11141,1743738062694285,-305.139,-13.873,100.013,4.544,205.148,9.324
11142,1743738062694291,-307.765,-13.988,114.346,5.195,193.418,8.793
11143,1743738062694298,-309.637,-14.076,128.400,5.837,181.215,8.239
11144,1743738062694305,-310.756,-14.127,142.153,6.461,168.603,7.661
11145,1743738062694312,-311.122,-14.141,155.561,7.070,155.561,7.070
11146,1743738062694318,-310.756,-14.127,168.603,7.661,142.153,6.461
11147,1743738062694325,-309.637,-14.076,181.215,8.239,128.400,5.837
11148,1743738062694332,-307.765,-13.988,193.418,8.793,114.346,5.195
11149,1743738062694339,-305.139,-13.873,205.148,9.324,100.013,4.544
11150,1743738062694345,-301.803,-13.720,216.361,9.836,85.442,3.884
11151,1743738062694352,-297.735,-13.531,227.079,10.321,70.657,3.210
11152,1743738062694359,-292.936,-13.314,237.237,10.783,55.699,2.531
11153,1743738062694366,-287.448,-13.064,246.836,11.222,40.612,1.847
11154,1743738062694373,-281.249,-12.783,255.832,11.628,25.417,1.155
11155,1743738062694380,-274.384,-12.473,264.204,12.012,10.180,0.462
11156,1743738062694387,-266.873,-12.132,271.952,12.363,-5.101,-0.231
11157,1743738062694394,-258.694,-11.758,279.033,12.686,-20.338,-0.924
11158,1743738062694401,-249.892,-11.360,285.468,12.977,-35.554,-1.616
11159,1743738062694408,-240.508,-10.931,291.193,13.235,-50.684,-2.304
11160,1743738062694415,-230.522,-10.478,296.207,13.466,-65.685,-2.983
11161,1743738062694422,-219.998,-9.998,300.533,13.660,-80.535,-3.662
11162,1743738062694429,-208.936,-9.499,304.106,13.822,-95.170,-4.327
11163,1743738062694441,-197.378,-8.973,306.968,13.951,-109.590,-4.983
11164,1743738062694448,-185.347,-8.423,309.099,14.048,-123.752,-5.625
11165,1743738062694455,-172.843,-7.855,310.455,14.113,-137.612,-6.253
11166,1743738062694462,-159.952,-7.269,311.079,14.141,-151.127,-6.872
11167,1743738062694469,-146.672,-6.668,310.950,14.136,-164.299,-7.467
11168,1743738062694475,-133.027,-6.045,310.089,14.094,-177.061,-8.049
11169,1743738062694482,-119.060,-5.412,308.475,14.020,-189.394,-8.608
11170,1743738062694489,-104.812,-4.766,306.107,13.914,-201.295,-9.148
11171,1743738062694496,-90.306,-4.105,303.008,13.771,-212.680,-9.666
11172,1743738062694502,-75.607,-3.436,299.177,13.600,-223.571,-10.164
11173,1743738062694512,-60.692,-2.757,294.615,13.392,-233.923,-10.631
11174,1743738062694520,-45.648,-2.074,289.363,13.152,-243.694,-11.079
11175,1743738062694527,-30.497,-1.385,283.402,12.880,-252.905,-11.494
11176,1743738062694534,-15.259,-0.693,276.751,12.580,-261.492,-11.887
11177,1743738062694541,0.000,0.000,269.434,12.247,-269.434,-12.247
11178,1743738062694547,15.259,0.693,261.492,11.887,-276.751,-12.580
11179,1743738062694555,30.497,1.385,252.905,11.494,-283.402,-12.880
11180,1743738062694562,45.648,2.074,243.694,11.079,-289.363,-13.152
11181,1743738062694569,60.692,2.757,233.923,10.631,-294.615,-13.392
11182,1743738062694576,75.607,3.436,223.571,10.164,-299.177,-13.600
11183,1743738062694583,90.306,4.105,212.680,9.666,-303.008,-13.771
11184,1743738062694589,104.812,4.766,201.295,9.148,-306.107,-13.914
11185,1743738062694596,119.060,5.412,189.394,8.608,-308.475,-14.020
11186,1743738062694603,133.027,6.045,177.061,8.049,-310.089,-14.094
11187,1743738062694610,146.672,6.668,164.299,7.467,-310.950,-14.136
11188,1743738062694617,159.952,7.269,151.127,6.872,-311.079,-14.141
11189,1743738062694623,172.843,7.855,137.612,6.253,-310.455,-14.113
11190,1743738062694630,185.347,8.423,123.752,5.625,-309.099,-14.048
11191,1743738062694637,197.378,8.973,109.590,4.983,-306.968,-13.951
11192,1743738062694643,208.936,9.499,95.170,4.327,-304.106,-13.822
11193,1743738062694650,219.998,9.998,80.535,3.662,-300.533,-13.660
11194,1743738062694657,230.522,10.478,65.685,2.983,-296.207,-13.466
11195,1743738062694664,240.508,10.931,50.684,2.304,-291.193,-13.235
11196,1743738062694671,249.892,11.360,35.554,1.616,-285.468,-12.977
11197,1743738062694678,258.694,11.758,20.338,0.924,-279.033,-12.686
11198,1743738062694685,266.873,12.132,5.101,0.231,-271.952,-12.363
11199,1743738062694692,274.384,12.473,-10.180,-0.462,-264.204,-12.012
11200,1743738062694699,281.249,12.783,-25.417,-1.155,-255.832,-11.628
11201,1743738062694706,287.448,13.064,-40.612,-1.847,-246.836,-11.222
11202,1743738062694713,292.936,13.314,-55.699,-2.531,-237.237,-10.783
11203,1743738062694720,297.735,13.531,-70.657,-3.210,-227.079,-10.321
11204,1743738062694727,301.803,13.720,-85.442,-3.884,-216.361,-9.836
11205,1743738062694734,305.139,13.873,-100.013,-4.544,-205.148,-9.324
11206,1743738062694740,307.765,13.988,-114.346,-5.195,-193.418,-8.793
11207,1743738062694747,309.637,14.076,-128.400,-5.837,-181.215,-8.239
11208,1743738062694754,310.756,14.127,-142.153,-6.461,-168.603,-7.661
11209,1743738062694761,311.122,14.141,-155.561,-7.070,-155.561,-7.070
11210,1743738062694767,310.756,14.127,-168.603,-7.661,-142.153,-6.461
11211,1743738062694774,309.637,14.076,-181.215,-8.239,-128.400,-5.837
11212,1743738062694781,307.765,13.988,-193.418,-8.793,-114.346,-5.195
11213,1743738062694788,305.139,13.873,-205.148,-9.324,-100.013,-4.544
11214,1743738062694794,301.803,13.720,-216.361,-9.836,-85.442,-3.884
11215,1743738062694801,297.735,13.531,-227.079,-10.321,-70.657,-3.210
11216,1743738062694808,292.936,13.314,-237.237,-10.783,-55.699,-2.531
11217,1743738062694815,287.448,13.064,-246.836,-11.222,-40.612,-1.847
11218,1743738062694822,281.249,12.783,-255.832,-11.628,-25.417,-1.155
11219,1743738062694829,274.384,12.473,-264.204,-12.012,-10.180,-0.462
11220,1743738062694836,266.873,12.132,-271.952,-12.363,5.101,0.231
11221,1743738062694843,258.694,11.758,-279.033,-12.686,20.338,0.924
11222,1743738062694850,249.892,11.360,-285.468,-12.977,35.554,1.616
11223,1743738062694857,240.508,10.931,-291.193,-13.235,50.684,2.304
11224,1743738062694864,230.522,10.478,-296.207,-13.466,65.685,2.983
11225,1743738062694871,219.998,9.998,-300.533,-13.660,80.535,3.662
11226,1743738062694878,208.936,9.499,-304.106,-13.822,95.170,4.327
11227,1743738062694885,197.378,8.973,-306.968,-13.951,109.590,4.983
11228,1743738062694891,185.347,8.423,-309.099,-14.048,123.752,5.625
11229,1743738062694898,172.843,7.855,-310.455,-14.113,137.612,6.253
11230,1743738062694905,159.952,7.269,-311.079,-14.141,151.127,6.872
11231,1743738062694912,146.672,6.668,-310.950,-14.136,164.299,7.467
11232,1743738062694918,133.027,6.045,-310.089,-14.094,177.061,8.049
11233,1743738062694928,119.060,5.412,-308.475,-14.020,189.394,8.608
11234,1743738062694935,104.812,4.766,-306.107,-13.914,201.295,9.148
11235,1743738062694942,90.306,4.105,-303.008,-13.771,212.680,9.666
11236,1743738062694948,75.607,3.436,-299.177,-13.600,223.571,10.164
11237,1743738062694955,60.692,2.757,-294.615,-13.392,233.923,10.631
11238,1743738062694962,45.648,2.074,-289.363,-13.152,243.694,11.079
11239,1743738062694969,30.497,1.385,-283.402,-12.880,252.905,11.494
11240,1743738062694976,15.259,0.693,-276.751,-12.580,261.492,11.887
11241,1743738062694984,0.000,0.000,-269.434,-12.247,269.434,12.247
11242,1743738062694990,-15.259,-0.693,-261.492,-11.887,276.751,12.580
11243,1743738062694997,-30.497,-1.385,-252.905,-11.494,283.402,12.880
11244,1743738062695004,-45.648,-2.074,-243.694,-11.079,289.363,13.152
11245,1743738062695011,-60.692,-2.757,-233.923,-10.631,294.615,13.392
11246,1743738062695018,-75.607,-3.436,-223.571,-10.164,299.177,13.600
11247,1743738062695025,-90.306,-4.105,-212.680,-9.666,303.008,13.771
11248,1743738062695032,-104.812,-4.766,-201.295,-9.148,306.107,13.914
11249,1743738062695039,-119.060,-5.412,-189.394,-8.608,308.475,14.020
11250,1743738062695046,-133.027,-6.045,-177.061,-8.049,310.089,14.094
11251,1743738062695052,-146.672,-6.668,-164.299,-7.467,310.950,14.136
11252,1743738062695059,-159.952,-7.269,-151.127,-6.872,311.079,14.141
11253,1743738062695066,-172.843,-7.855,-137.612,-6.253,310.455,14.113
11254,1743738062695072,-185.347,-8.423,-123.752,-5.625,309.099,14.048
11255,1743738062695079,-197.378,-8.973,-109.590,-4.983,306.968,13.951
11256,1743738062695086,-208.936,-9.499,-95.170,-4.327,304.106,13.822
11257,1743738062695093,-219.998,-9.998,-80.535,-3.662,300.533,13.660
11258,1743738062695099,-230.522,-10.478,-65.685,-2.983,296.207,13.466
11259,1743738062695108,-240.508,-10.931,-50.684,-2.304,291.193,13.235
11260,1743738062695115,-249.892,-11.360,-35.554,-1.616,285.468,12.977
11261,1743738062695123,-258.694,-11.758,-20.338,-0.924,279.033,12.686
11262,1743738062695130,-266.873,-12.132,-5.101,-0.231,271.952,12.363
11263,1743738062695136,-274.384,-12.473,10.180,0.462,264.204,12.012
11264,1743738062695143,-281.249,-12.783,25.417,1.155,255.832,11.628
11265,1743738062695162,-287.448,-13.064,40.612,1.847,246.836,11.222
11266,1743738062695169,-292.936,-13.314,55.699,2.531,237.237,10.783
11267,1743738062695177,-297.735,-13.531,70.657,3.210,227.079,10.321
11268,1743738062695184,-301.803,-13.720,85.442,3.884,216.361,9.836
11269,1743738062695190,-305.139,-13.873,100.013,4.544,205.148,9.324
11270,1743738062695197,-307.765,-13.988,114.346,5.195,193.418,8.793
11271,1743738062695204,-309.637,-14.076,128.400,5.837,181.215,8.239
11272,1743738062695211,-310.756,-14.127,142.153,6.461,168.603,7.661
11273,1743738062695218,-311.122,-14.141,155.561,7.070,155.561,7.070
11274,1743738062695224,-310.756,-14.127,168.603,7.661,142.153,6.461
11275,1743738062695231,-309.637,-14.076,181.215,8.239,128.400,5.837
11276,1743738062695238,-307.765,-13.988,193.418,8.793,114.346,5.195
11277,1743738062695244,-305.139,-13.873,205.148,9.324,100.013,4.544
11278,1743738062695251,-301.803,-13.720,216.361,9.836,85.442,3.884
11279,1743738062695258,-297.735,-13.531,227.079,10.321,70.657,3.210
11280,1743738062695265,-292.936,-13.314,237.237,10.783,55.699,2.531
11281,1743738062695272,-287.448,-13.064,246.836,11.222,40.612,1.847
11282,1743738062695279,-281.249,-12.783,255.832,11.628,25.417,1.155
11283,1743738062695286,-274.384,-12.473,264.204,12.012,10.180,0.462
11284,1743738062695293,-266.873,-12.132,271.952,12.363,-5.101,-0.231
11285,1743738062695300,-258.694,-11.758,279.033,12.686,-20.338,-0.924
11286,1743738062695307,-249.892,-11.360,285.468,12.977,-35.554,-1.616
11287,1743738062695314,-240.508,-10.931,291.193,13.235,-50.684,-2.304
11288,1743738062695321,-230.522,-10.478,296.207,13.466,-65.685,-2.983
11289,1743738062695328,-219.998,-9.998,300.533,13.660,-80.535,-3.662
11290,1743738062695335,-208.936,-9.499,304.106,13.822,-95.170,-4.327
11291,1743738062695342,-197.378,-8.973,306.968,13.951,-109.590,-4.983
11292,1743738062695348,-185.347,-8.423,309.099,14.048,-123.752,-5.625
11293,1743738062695359,-172.843,-7.855,310.455,14.113,-137.612,-6.253
11294,1743738062695365,-159.952,-7.269,311.079,14.141,-151.127,-6.872
11295,1743738062695372,-146.672,-6.668,310.950,14.136,-164.299,-7.467
11296,1743738062695379,-133.027,-6.045,310.089,14.094,-177.061,-8.049
11297,1743738062695386,-119.060,-5.412,308.475,14.020,-189.394,-8.608
11298,1743738062695393,-104.812,-4.766,306.107,13.914,-201.295,-9.148
11299,1743738062695400,-90.306,-4.105,303.008,13.771,-212.680,-9.666
11300,1743738062695406,-75.607,-3.436,299.177,13.600,-223.571,-10.164
11301,1743738062695413,-60.692,-2.757,294.615,13.392,-233.923,-10.631
11302,1743738062695421,-45.648,-2.074,289.363,13.152,-243.694,-11.079
11303,1743738062695428,-30.497,-1.385,283.402,12.880,-252.905,-11.494
11304,1743738062695441,-15.259,-0.693,276.751,12.580,-261.492,-11.887
11305,1743738062695449,0.000,0.000,269.434,12.247,-269.434,-12.247
11306,1743738062695456,15.259,0.693,261.492,11.887,-276.751,-12.580
11307,1743738062695463,30.497,1.385,252.905,11.494,-283.402,-12.880
11308,1743738062695470,45.648,2.074,243.694,11.079,-289.363,-13.152
11309,1743738062695477,60.692,2.757,233.923,10.631,-294.615,-13.392
11310,1743738062695484,75.607,3.436,223.571,10.164,-299.177,-13.600
11311,1743738062695491,90.306,4.105,212.680,9.666,-303.008,-13.771
11312,1743738062695498,104.812,4.766,201.295,9.148,-306.107,-13.914
11313,1743738062695505,119.060,5.412,189.394,8.608,-308.475,-14.020
11314,1743738062695512,133.027,6.045,177.061,8.049,-310.089,-14.094
11315,1743738062695519,146.672,6.668,164.299,7.467,-310.950,-14.136
11316,1743738062695526,159.952,7.269,151.127,6.872,-311.079,-14.141
11317,1743738062695532,172.843,7.855,137.612,6.253,-310.455,-14.113
11318,1743738062695539,185.347,8.423,123.752,5.625,-309.099,-14.048
11319,1743738062695546,197.378,8.973,109.590,4.983,-306.968,-13.951
11320,1743738062695553,208.936,9.499,95.170,4.327,-304.106,-13.822
11321,1743738062695560,219.998,9.998,80.535,3.662,-300.533,-13.660
11322,1743738062695567,230.522,10.478,65.685,2.983,-296.207,-13.466
11323,1743738062695574,240.508,10.931,50.684,2.304,-291.193,-13.235
11324,1743738062695581,249.892,11.360,35.554,1.616,-285.468,-12.977
11325,1743738062695588,258.694,11.758,20.338,0.924,-279.033,-12.686
11326,1743738062695595,266.873,12.132,5.101,0.231,-271.952,-12.363
11327,1743738062695602,274.384,12.473,-10.180,-0.462,-264.204,-12.012
11328,1743738062695609,281.249,12.783,-25.417,-1.155,-255.832,-11.628
11329,1743738062695616,287.448,13.064,-40.612,-1.847,-246.836,-11.222
11330,1743738062695623,292.936,13.314,-55.699,-2.531,-237.237,-10.783
11331,1743738062695630,297.735,13.531,-70.657,-3.210,-227.079,-10.321
11332,1743738062695637,301.803,13.720,-85.442,-3.884,-216.361,-9.836
11333,1743738062695644,305.139,13.873,-100.013,-4.544,-205.148,-9.324
11334,1743738062695651,307.765,13.988,-114.346,-5.195,-193.418,-8.793
11335,1743738062695658,309.637,14.076,-128.400,-5.837,-181.215,-8.239
11336,1743738062695665,310.756,14.127,-142.153,-6.461,-168.603,-7.661
11337,1743738062695671,311.122,14.141,-155.561,-7.070,-155.561,-7.070
11338,1743738062695678,310.756,14.127,-168.603,-7.661,-142.153,-6.461
11339,1743738062695685,309.637,14.076,-181.215,-8.239,-128.400,-5.837
11340,1743738062695691,307.765,13.988,-193.418,-8.793,-114.346,-5.195
11341,1743738062695698,305.139,13.873,-205.148,-9.324,-100.013,-4.544
11342,1743738062695705,301.803,13.720,-216.361,-9.836,-85.442,-3.884
11343,1743738062695712,297.735,13.531,-227.079,-10.321,-70.657,-3.210
11344,1743738062695719,292.936,13.314,-237.237,-10.783,-55.699,-2.531
11345,1743738062695726,287.448,13.064,-246.836,-11.222,-40.612,-1.847
11346,1743738062695733,281.249,12.783,-255.832,-11.628,-25.417,-1.155
11347,1743738062695740,274.384,12.473,-264.204,-12.012,-10.180,-0.462
11348,1743738062695747,266.873,12.132,-271.952,-12.363,5.101,0.231
11349,1743738062695754,258.694,11.758,-279.033,-12.686,20.338,0.924
11350,1743738062695761,249.892,11.360,-285.468,-12.977,35.554,1.616
11351,1743738062695768,240.508,10.931,-291.193,-13.235,50.684,2.304
11352,1743738062695779,230.522,10.478,-296.207,-13.466,65.685,2.983
11353,1743738062695786,219.998,9.998,-300.533,-13.660,80.535,3.662
11354,1743738062695793,208.936,9.499,-304.106,-13.822,95.170,4.327
11355,1743738062695800,197.378,8.973,-306.968,-13.951,109.590,4.983
11356,1743738062695806,185.347,8.423,-309.099,-14.048,123.752,5.625
11357,1743738062695813,172.843,7.855,-310.455,-14.113,137.612,6.253
11358,1743738062695820,159.952,7.269,-311.079,-14.141,151.127,6.872
11359,1743738062695827,146.672,6.668,-310.950,-14.136,164.299,7.467
11360,1743738062695834,133.027,6.045,-310.089,-14.094,177.061,8.049
11361,1743738062695841,119.060,5.412,-308.475,-14.020,189.394,8.608
11362,1743738062695847,104.812,4.766,-306.107,-13.914,201.295,9.148
11363,1743738062695854,90.306,4.105,-303.008,-13.771,212.680,9.666
11364,1743738062695861,75.607,3.436,-299.177,-13.600,223.571,10.164
11365,1743738062695868,60.692,2.757,-294.615,-13.392,233.923,10.631
11366,1743738062695875,45.648,2.074,-289.363,-13.152,243.694,11.079
11367,1743738062695882,30.497,1.385,-283.402,-12.880,252.905,11.494
11368,1743738062695889,15.259,0.693,-276.751,-12.580,261.492,11.887
11369,1743738062695897,0.000,0.000,-269.434,-12.247,269.434,12.247
11370,1743738062695903,-15.259,-0.693,-261.492,-11.887,276.751,12.580
11371,1743738062695910,-30.497,-1.385,-252.905,-11.494,283.402,12.880
11372,1743738062695917,-45.648,-2.074,-243.694,-11.079,289.363,13.152
11373,1743738062695924,-60.692,-2.757,-233.923,-10.631,294.615,13.392
11374,1743738062695932,-75.607,-3.436,-223.571,-10.164,299.177,13.600
11375,1743738062695939,-90.306,-4.105,-212.680,-9.666,303.008,13.771
11376,1743738062695945,-104.812,-4.766,-201.295,-9.148,306.107,13.914
11377,1743738062695952,-119.060,-5.412,-189.394,-8.608,308.475,14.020
11378,1743738062695960,-133.027,-6.045,-177.061,-8.049,310.089,14.094
11379,1743738062695966,-146.672,-6.668,-164.299,-7.467,310.950,14.136
11380,1743738062695973,-159.952,-7.269,-151.127,-6.872,311.079,14.141
11381,1743738062695980,-172.843,-7.855,-137.612,-6.253,310.455,14.113
11382,1743738062695987,-185.347,-8.423,-123.752,-5.625,309.099,14.048
